FltyId,Longitude,Latitude,Area,Occ,NumStories,FoundationType,FirstFloorHt,FOUND_TYPE,Cost,ContentCost,GooglePlus
0,-101.301224,48.271056,1113,RES2,1,7,3.045,SLAB ON GRADE,12000,6000,85WW6MCH+78
1,-101.3008138,48.27121326,632,RES2,1,7,2.97,SLAB ON GRADE,37500,18750,85WW6PHJ+X3
2,-101.301249,48.27124451,855,RES2,1,7,2.89,SLAB ON GRADE,37500,18750,85WW6PJJ+59
3,-101.3013171,48.269862,1161,RES2,1,7,3,SLAB ON GRADE,12000,6000,85WW6MCG+HX
4,-101.3004845,48.269643,1019,RES2,1,7,3.015,SLAB ON GRADE,37500,18750,85WW6PHJ+P6
5,-101.300482,48.269263,1467,RES2,1,7,2.815,SLAB ON GRADE,14245,7123,85WW6M7J+9Q
6,-101.3000623,48.2702395,958,RES2,1,7,2.705,SLAB ON GRADE,12000,6000,85WW6MCH+8J
7,-101.301226,48.2705065,1629,RES2,1,7,2.925,SLAB ON GRADE,14245,7123,85WW6M7J+4C
8,-101.3012662,48.26911601,1270,RES2,1,7,4.03,SLAB ON GRADE,12000,6000,85WW6MCH+6Q
9,-101.3000856,48.2694945,513,RES2,1,7,2.905,SLAB ON GRADE,37500,18750,85WW6PJJ+76
10,-101.3008145,48.271104,330,RES2,1,7,3.015,SLAB ON GRADE,37500,18750,85WW6PJJ+29
11,-101.299999,48.268354,3119,RES3E,1,7,1.295,SLAB ON GRADE,1866500,933250,85WW7M9X+8X
12,-101.3012557,48.2692925,1387,RES2,1,7,2.86,SLAB ON GRADE,12000,6000,85WW6MCH+72
13,-101.300798,48.269312,973,RES2,1,7,4.185,SLAB ON GRADE,12000,6000,85WW6MCH+GM
14,-101.3000749,48.2705305,328,RES2,1,7,2.985,SLAB ON GRADE,37500,18750,85WW6PJJ+89
15,-101.3012468,48.27115151,1149,RES2,1,7,2.985,SLAB ON GRADE,12000,6000,85WW6MCH+55
16,-101.3012582,48.2708845,1345,RES2,1,7,2.84,SLAB ON GRADE,14245,7123,85WW6M7J+88
17,-101.3000919,48.26995375,1055,RES2,1,7,2.72,SLAB ON GRADE,12000,6000,85WW6MCH+8J
18,-101.2969225,48.2738555,2020,COM4,1,7,1.095,SLAB ON GRADE,90000,45000,85WW7M7X+Q5
19,-101.300502,48.2706095,1137,RES2,1,7,2.94,SLAB ON GRADE,37500,18750,85WW6PJJ+3P
20,-101.3007915,48.269692,1199,RES2,1,7,2.955,SLAB ON GRADE,12000,6000,85WW6MCG+FR
21,-101.300817,48.2691235,1545,RES2,1,7,2.97,SLAB ON GRADE,12000,6000,85WW6MCH+F3
22,-101.2989322,48.2680642,3732,COM4,1,7,4.405,SLAB ON GRADE,145500,72750,85WW6MWF+J5
23,-101.299999,48.2682665,2996,RES3E,1,7,1.2,SLAB ON GRADE,1866500,933250,85WW7M9X+8X
24,-101.2944841,48.27291012,2399,IND4,1,7,1.605,SLAB ON GRADE,91000,45500,85WW6P94+GG
25,-101.3000914,48.26793819,8926,RES3E,1,7,1.235,SLAB ON GRADE,1866500,933250,85WW7M9X+5X
26,-101.3000871,48.27128723,1903,RES2,1,7,2.89,SLAB ON GRADE,14245,7123,85WW6M7J+5G
27,-101.3015215,48.26834978,4000,COM4,1,7,4.345,SLAB ON GRADE,138500,69250,85WW6MXF+2M
28,-101.3000884,48.26865256,6207,RES3E,1,7,1.14,SLAB ON GRADE,1866500,933250,85WW7M9X+FX
29,-101.3000862,48.2703395,1337,RES2,1,7,2.655,SLAB ON GRADE,37500,18750,85WW6MFH+VM
30,-101.300817,48.269405,1312,RES2,1,7,3.285,SLAB ON GRADE,12000,6000,85WW6MCH+74
31,-101.2967885,48.2740015,2571,RES1,1,7,3.925,SLAB ON GRADE,151000,75500,85WW6MFR+2J
32,-101.300121,48.2691045,1095,RES2,1,7,3,SLAB ON GRADE,37500,18750,85WW6QG5+4G
33,-101.296963,48.27360386,2154,COM4,1,7,2.625,SLAB ON GRADE,112500,56250,85WW7M3V+JP
34,-101.2969629,48.2737173,1543,COM4,1,7,1.065,SLAB ON GRADE,94500,47250,85WW7M4Q+76
35,-101.3063584,48.26922027,1002,RES1,1,5,1.595,CRAWL SPACE,60500,30250,85WW6PPM+22
36,-101.3007955,48.270507,1319,RES2,1,7,3.06,SLAB ON GRADE,37500,18750,85WW6PHJ+P5
37,-101.297366,48.27405474,1926,RES1,1,7,1.39,SLAB ON GRADE,81000,40500,85WW6MFW+HM
38,-101.300467,48.269448,1217,RES2,1,7,3.285,SLAB ON GRADE,12000,6000,85WW6MCH+CV
39,-101.3014245,48.27143703,2601,COM4,1,7,1.08,SLAB ON GRADE,82000,41000,85WW6MVG+H2
40,-101.3012824,48.27143701,816,RES2,1,7,2.815,SLAB ON GRADE,37500,18750,85WW6PJJ+59
41,-101.299991,48.2675195,3105,RES3E,1,7,1.22,SLAB ON GRADE,1866500,933250,85WW7P92+22
42,-101.3004995,48.2702755,903,RES2,1,7,2.845,SLAB ON GRADE,37500,18750,85WW6PHH+RH
43,-101.3000789,48.2710065,1449,RES2,1,7,2.875,SLAB ON GRADE,12000,6000,85WW6MCG+8R
44,-101.299991,48.267604,3147,RES3E,1,7,1.14,SLAB ON GRADE,1866500,933250,85WW7P92+22
45,-101.30051,48.2691625,1167,RES2,1,7,3.17,SLAB ON GRADE,12000,6000,85WW6MCH+5J
46,-101.300081,48.2710955,900,RES2,1,7,2.855,SLAB ON GRADE,37500,18750,85WW6PJJ+2V
47,-101.3000775,48.2709105,755,RES2,1,7,2.91,SLAB ON GRADE,37500,18750,85WW6PJH+6Q
48,-101.305908,48.269196,826,RES1,1,5,1.425,CRAWL SPACE,60500,30250,85WW6MCX+4J
49,-101.3008047,48.27060318,1667,RES2,1,7,3.295,SLAB ON GRADE,12000,6000,85WW6MCH+22
50,-101.3004995,48.2710385,845,RES2,1,7,2.94,SLAB ON GRADE,37500,18750,85WW6PHH+RX
51,-101.2933725,48.2726895,2086,COM2,1,7,1.16,SLAB ON GRADE,92000,46000,85WW7M7R+VM
52,-101.3012529,48.2706035,578,RES2,1,7,2.86,SLAB ON GRADE,37500,18750,85WW6PJJ+6M
53,-101.3000924,48.2696805,776,RES2,1,7,2.815,SLAB ON GRADE,37500,18750,85WW6PHH+PR
54,-101.301257,48.2707885,825,RES2,1,7,2.875,SLAB ON GRADE,8166,4083,85WW7M9X+JW
55,-101.300797,48.271399,1738,RES2,1,7,2.97,SLAB ON GRADE,37500,18750,85WW6PHJ+R5
56,-101.3013265,48.2702285,1179,RES2,1,7,3.69,SLAB ON GRADE,12000,6000,85WW6MCH+29
57,-101.3007677,48.27042257,2913,RES2,1,7,2.72,SLAB ON GRADE,37500,18750,85WW6MFJ+X8
58,-101.3005085,48.2707115,1024,RES2,1,7,2.845,SLAB ON GRADE,37500,18750,85WW6PJH+7H
59,-101.2981632,48.26940732,3667,COM2,1,7,4.295,SLAB ON GRADE,179500,89750,85WW6MXC+37
60,-101.298175,48.26967107,3020,COM4,1,7,4.28,SLAB ON GRADE,146500,73250,85WW6MWF+JV
61,-101.3004925,48.2704605,502,RES2,1,7,2.845,SLAB ON GRADE,37500,18750,85WW6PJH+2W
62,-101.3000935,48.26939059,1178,RES2,1,7,2.92,SLAB ON GRADE,12000,6000,85WW6MCH+PM
63,-101.3018845,48.2707615,2411,COM4,1,7,1.28,SLAB ON GRADE,90500,45250,85WW7M5V+79
64,-101.300091,48.2695865,1306,RES2,1,7,2.815,SLAB ON GRADE,12000,6000,85WW6MCH+G8
65,-101.3000939,48.27006856,860,RES2,1,7,3,SLAB ON GRADE,37500,18750,85WW6PJJ+2M
66,-101.3012559,48.27041506,1323,RES2,1,7,3.485,SLAB ON GRADE,12000,6000,85WW6MCH+25
67,-101.3012555,48.269392,987,RES2,1,7,3.05,SLAB ON GRADE,37500,18750,85WW6PHH+PH
68,-101.3013015,48.2695985,610,RES2,1,7,3,SLAB ON GRADE,37500,18750,85WW6MFH+V9
69,-101.3000953,48.2693005,598,RES2,1,7,3.015,SLAB ON GRADE,37500,18750,85WW6PJJ+46
70,-101.300856,48.2695145,1194,RES2,1,7,2.86,SLAB ON GRADE,12000,6000,85WW6MCG+HW
71,-101.3000777,48.270723,1150,RES2,1,7,2.89,SLAB ON GRADE,37500,18750,85WW6PJJ+56
72,-101.3200399,48.25449552,1929,RES1,1,7,1.175,SLAB ON GRADE,118100,59050,85WW6MPC+2X
73,-101.3059041,48.26238789,1432,RES1,1,7,1.28,SLAB ON GRADE,119400,59700,85WW6MMR+PR
74,-101.307163,48.2626075,834,RES1,1,7,1.56,SLAB ON GRADE,86500,43250,85WW6PF6+28
75,-101.309,48.2638655,2522,RES1,1,7,1.095,SLAB ON GRADE,182500,91250,85WW6MJM+QG
76,-101.309399,48.2638735,1542,RES1,1,7,1.16,SLAB ON GRADE,34000,17000,85WW6PJ3+P2
77,-101.3078055,48.2648145,2048,RES1,1,7,3.58,SLAB ON GRADE,93500,46750,85WW6PX4+5H
78,-101.3083485,48.265139,961,RES1,2,7,1.69,SLAB ON GRADE,127000,63500,85WW6MWV+R6
79,-101.3026583,48.26443955,1486,RES1,1,7,1.03,SLAB ON GRADE,107800,53900,85WW6PQ9+73
80,-101.305857,48.256646,1168,RES1,1,7,1.155,SLAB ON GRADE,79500,39750,85WW6PG6+42
81,-101.3094108,48.25739529,1650,COM4,1,7,4.185,SLAB ON GRADE,88000,44000,85WW7M2G+2H
82,-101.305203,48.2591965,1522,RES1,1,7,0.97,SLAB ON GRADE,64000,32000,85WW6PG7+C8
83,-101.3016991,48.26043648,1310,RES1,1,5,2.41,CRAWL SPACE,58500,29250,85WW6MXQ+3M
84,-101.3234537,48.24838863,1216,RES1,1,7,1.11,SLAB ON GRADE,181300,90650,85WW6PJH+J4
85,-101.3234035,48.249661,862,RES1,1,7,1.08,SLAB ON GRADE,17000,8500,85WW6PPJ+66
86,-101.3346788,48.24353598,784,RES1,1,7,1.235,SLAB ON GRADE,58500,29250,85WW6PC2+4P
87,-101.3265704,48.24218112,1573,RES1,1,4,1.36,BASEMENT,114400,57200,85WW6MQG+9P
88,-101.3214707,48.24302485,2611,RES1,1,4,1.17,BASEMENT,151000,75500,85WW7M78+C9
89,-101.322048,48.243332,3639,RES1,1,4,1.69,BASEMENT,157000,78500,85WW6PPJ+G3
90,-101.31933,48.24345537,3469,RES1,1,4,2.485,BASEMENT,10450,5225,85WW6PVM+4Q
91,-101.31885,48.2436025,1250,RES1,1,4,1.425,BASEMENT,137500,68750,85WW7M29+RX
92,-101.3165923,48.24432557,1250,RES1,1,4,2.455,BASEMENT,139000,69500,85WW7M2C+J7
93,-101.30956,48.2513095,1337,RES1,1,7,1.455,SLAB ON GRADE,91000,45500,85WW6PC2+WJ
94,-101.3148334,48.25264766,766,RES1,1,7,1.515,SLAB ON GRADE,96400,48200,85WW6PMM+G6
95,-101.309472,48.25384957,1157,RES1,2,7,1.39,SLAB ON GRADE,127000,63500,85WW6PV8+M8
96,-101.2951965,48.24701,961,RES3A,1,4,1.53,BASEMENT,114600,57300,85WW6MQW+WJ
97,-101.3070268,48.24349355,1904,RES3A,1,7,0.955,SLAB ON GRADE,28000,14000,85WW7M8W+9R
98,-101.3102275,48.2436615,2178,RES1,1,4,1.595,BASEMENT,142300,71150,85WW6MPG+V3
99,-101.3097538,48.24548588,1322,RES1,1,4,1.465,BASEMENT,117000,58500,85WW6MPG+WM
100,-101.3031353,48.24491843,2806,RES1,1,4,1.485,BASEMENT,145700,72850,85WW6MJJ+9G
101,-101.294022,48.245879,1502,RES1,1,7,1.265,SLAB ON GRADE,39500,19750,85WW6MPR+FR
102,-101.2922235,48.2467925,1001,RES1,1,4,1.56,BASEMENT,127000,63500,85WW6PV7+HX
103,-101.2867985,48.247431,1377,RES1,1,7,1.155,SLAB ON GRADE,114500,57250,85WW6PF2+MR
104,-101.2848275,48.24773,1996,RES1,1,7,1.61,SLAB ON GRADE,109000,54500,85WW6MFX+RV
105,-101.2921238,48.2478909,1249,RES1,1,7,1.72,SLAB ON GRADE,92000,46000,85WW6PC5+4J
106,-101.284167,48.243984,1250,RES1,1,4,1.425,BASEMENT,123500,61750,85WW7M2C+H2
107,-101.2901965,48.244825,1250,RES1,1,4,1.37,BASEMENT,124000,62000,85WW7M29+HV
108,-101.282664,48.2430925,2927,RES1,1,4,1.175,BASEMENT,157000,78500,85WW6PPJ+X8
109,-101.2792765,48.2448345,887,RES1,1,7,1.485,SLAB ON GRADE,60000,30000,85WW6PC5+43
110,-101.3080685,48.262384,3785,RES1,1,7,4.655,SLAB ON GRADE,194500,97250,85WW6MR8+H6
111,-101.3086146,48.26279528,1541,RES1,1,7,1.33,SLAB ON GRADE,94000,47000,85WW6PJ7+93
112,-101.307151,48.263254,2523,RES1,1,7,1.22,SLAB ON GRADE,136800,68400,85WW6MM8+X4
113,-101.3053589,48.26368299,2740,RES1,1,5,1.52,CRAWL SPACE,151500,75750,85WW6MQ7+VQ
114,-101.3007795,48.263718,1640,RES1,1,7,1.31,SLAB ON GRADE,77000,38500,85WW6PG2+V5
115,-101.3101428,48.25508597,2797,RES1,1,7,2.705,SLAB ON GRADE,152500,76250,85WW6MP7+WH
116,-101.3088621,48.25584638,3080,RES1,1,7,4.25,SLAB ON GRADE,180700,90350,85WW6MMM+66
117,-101.2986608,48.25403894,1436,RES1,1,7,1.375,SLAB ON GRADE,114000,57000,85WW6MQG+J3
118,-101.3013015,48.25623153,2057,RES1,1,7,1.125,SLAB ON GRADE,88000,44000,85WW7M5V+J4
119,-101.3010585,48.256893,2113,RES3E,1,7,1.095,SLAB ON GRADE,130000,65000,85WW7M4X+QH
120,-101.2980105,48.257153,2620,RES1,2,7,1.08,SLAB ON GRADE,132000,66000,85WW6M8H+24
121,-101.3288308,48.24898819,828,RES1,2,7,1.69,SLAB ON GRADE,127000,63500,85WW6PW7+CF
122,-101.3241542,48.24847311,1696,RES1,1,7,1.185,SLAB ON GRADE,111200,55600,85WW6MPF+67
123,-101.3162934,48.25381579,2033,RES1,1,7,4.53,SLAB ON GRADE,118000,59000,85WW6PX9+R6
124,-101.3275596,48.24303154,1732,RES1,1,4,1.5,BASEMENT,123200,61600,85WW6MPW+C9
125,-101.334,48.2442525,2485,RES1,1,7,2.215,SLAB ON GRADE,127000,63500,85WW6MQ9+WJ
126,-101.3330406,48.24527118,844,RES1,2,7,1.345,SLAB ON GRADE,127000,63500,85WW6MVG+8V
127,-101.3315602,48.24537501,1269,RES1,1,7,0.95,SLAB ON GRADE,108500,54250,85WW6MQF+F7
128,-101.3159334,48.24434031,1227,RES1,1,4,1.435,BASEMENT,127000,63500,85WW6PRF+W5
129,-101.319343,48.244509,1265,RES1,1,7,1.2,SLAB ON GRADE,103400,51700,85WW6PMJ+PG
130,-101.3188175,48.244617,3606,RES1,1,7,1.065,SLAB ON GRADE,249500,124750,85WW6MJC+7V
131,-101.3187823,48.24645702,4036,RES1,1,7,1.22,SLAB ON GRADE,296500,148250,85WW6MRW+G9
132,-101.3108448,48.24770801,1055,RES1,1,5,1.455,CRAWL SPACE,32500,16250,85WW6MPH+J8
133,-101.314957,48.2516655,1354,RES1,1,5,1.375,CRAWL SPACE,79700,39850,85WW6MJP+GX
134,-101.304001,48.2534945,3035,RES1,1,7,1.47,SLAB ON GRADE,146500,73250,85WW6MCV+5C
135,-101.3110635,48.24534051,3494,RES1,1,4,1.11,BASEMENT,157000,78500,85WW6PPJ+G4
136,-101.3115315,48.2453585,1250,RES1,1,4,2.705,BASEMENT,136000,68000,85WW7M29+JM
137,-101.2952853,48.24557995,1650,COM1,1,7,1.175,SLAB ON GRADE,83000,41500,85WW7M7X+XM
138,-101.2900815,48.2490385,941,RES1,1,5,1.485,CRAWL SPACE,84000,42000,85WW6MHX+MG
139,-101.281219,48.24922211,955,RES1,1,7,1.125,SLAB ON GRADE,121800,60900,85WW6MQV+64
140,-101.2817755,48.24993708,1252,RES1,1,7,1.205,SLAB ON GRADE,89000,44500,85WW6PF5+48
141,-101.2841525,48.2438545,1152,RES1,1,7,1.27,SLAB ON GRADE,55500,27750,85WW6MHX+MP
142,-101.2843835,48.244498,2860,RES1,1,4,1.16,BASEMENT,157000,78500,85WW6PPJ+W9
143,-101.2928805,48.246362,2885,RES1,1,4,1.095,BASEMENT,157000,78500,85WW6PPJ+WC
144,-101.28093,48.2444625,4012,RES1,1,4,1.095,BASEMENT,157000,78500,85WW6PPJ+P9
145,-101.3189725,48.2547775,2181,RES1,2,7,2.215,SLAB ON GRADE,127500,63750,85WW6MJM+JM
146,-101.3234745,48.25620865,2514,RES1,1,7,1.95,SLAB ON GRADE,109500,54750,85WW6P84+F8
147,-101.3040259,48.2627725,1108,RES1,2,7,1.5,SLAB ON GRADE,127000,63500,85WW6PV5+77
148,-101.300187,48.2653625,3263,RES1,1,7,1.53,SLAB ON GRADE,118500,59250,85WW7M4Q+5P
149,-101.3142458,48.25548627,2732,RES1,1,7,1.125,SLAB ON GRADE,170500,85250,85WW6M8Q+95
150,-101.3058355,48.258031,2547,RES1,1,7,1.14,SLAB ON GRADE,113000,56500,85WW6M8Q+CW
151,-101.3052025,48.259018,871,RES1,1,7,1.105,SLAB ON GRADE,30500,15250,85WW6PRF+VG
152,-101.307191,48.25976,3070,RES1,1,7,1.14,SLAB ON GRADE,160000,80000,85WW6M7M+QW
153,-101.305217,48.259759,1795,RES1,1,7,1.14,SLAB ON GRADE,103500,51750,85WW7M6W+Q4
154,-101.3052899,48.26044599,1415,RES1,1,7,1.11,SLAB ON GRADE,95000,47500,85WW6MFX+JH
155,-101.3149639,48.26076012,1748,RES3A,1,7,1.05,SLAB ON GRADE,74000,37000,85WW7M8W+9W
156,-101.3151795,48.26076296,1680,RES3A,1,7,0.94,SLAB ON GRADE,30000,15000,85WW7M8X+92
157,-101.298925,48.25746,2044,RES3E,1,7,1.14,SLAB ON GRADE,111500,55750,85WW7P42+XC
158,-101.2996505,48.259675,2653,COM4,1,7,4.295,SLAB ON GRADE,111500,55750,85WW6MV9+7Q
159,-101.2987465,48.2597765,1419,COM4,1,7,1.265,SLAB ON GRADE,97000,48500,85WW7M5V+MJ
160,-101.3190684,48.25363715,1661,RES1,1,7,1.22,SLAB ON GRADE,79500,39750,85WW7P32+HQ
161,-101.3339383,48.24450122,2245,RES1,1,7,1.125,SLAB ON GRADE,117500,58750,85WW6M7Q+HM
162,-101.3220823,48.24264104,3526,RES1,1,4,1.3,BASEMENT,157000,78500,85WW6PPH+GW
163,-101.3265635,48.24353919,3758,RES1,1,4,1.295,BASEMENT,10450,5225,85WW6PVM+25
164,-101.3200419,48.24433911,828,RES1,2,5,1.515,CRAWL SPACE,70000,35000,85WW6MVJ+M2
165,-101.318787,48.245423,2222,RES1,1,7,1.03,SLAB ON GRADE,105000,52500,85WW6M7Q+5P
166,-101.3254965,48.24586519,1335,RES1,1,7,1.265,SLAB ON GRADE,84500,42250,85WW6P95+RJ
167,-101.3107615,48.2475965,946,RES3E,1,7,1.205,SLAB ON GRADE,115000,57500,85WW6MXQ+2M
168,-101.3125315,48.2485135,2481,RES1,1,7,2.295,SLAB ON GRADE,105500,52750,85WW6M7Q+GC
169,-101.3081905,48.2485555,827,RES1,2,5,1.485,CRAWL SPACE,63000,31500,85WW6MVH+R5
170,-101.3148854,48.2511314,1863,RES3A,1,7,1.155,SLAB ON GRADE,77000,38500,85WW7M8X+9F
171,-101.3149553,48.25117566,1565,RES1,1,7,1.2,SLAB ON GRADE,87500,43750,85WW7M2C+FX
172,-101.3146514,48.25105072,666,RES3A,1,7,0.955,SLAB ON GRADE,59500,29750,85WW7M3H+3H
173,-101.3147501,48.25107971,378,RES3A,1,7,1.125,SLAB ON GRADE,51500,25750,85WW7M3H+3H
174,-101.3078543,48.25365558,1831,RES1,2,7,1.485,SLAB ON GRADE,127000,63500,85WW6MMG+CC
175,-101.3097315,48.243672,1976,RES1,1,7,1.295,SLAB ON GRADE,115000,57500,85WW6PF5+5R
176,-101.303309,48.244769,3624,RES1,1,4,1.11,BASEMENT,157000,78500,85WW6PPJ+G2
177,-101.3016325,48.244919,2536,RES1,1,4,1.25,BASEMENT,157000,78500,85WW6PMP+R7
178,-101.2847612,48.24689747,1739,RES1,1,7,2.145,SLAB ON GRADE,98000,49000,85WW6PG8+72
179,-101.2875215,48.249238,2098,RES1,1,5,1.39,CRAWL SPACE,118300,59150,85WW6MQV+8Q
180,-101.2831722,48.24939746,417,RES1,2,7,1.345,SLAB ON GRADE,80700,40350,85WW6PMM+G2
181,-101.287291,48.250454,2153,RES1,1,7,1.235,SLAB ON GRADE,126900,63450,85WW6MM6+FX
182,-101.2895904,48.2448183,3678,RES1,1,7,4.42,SLAB ON GRADE,190500,95250,85WW6MGV+4G
183,-101.2839353,48.2458037,2680,RES1,1,4,1.25,BASEMENT,157000,78500,85WW6PQ6+CV
184,-101.2932215,48.245863,2046,RES1,1,4,1.065,BASEMENT,157000,78500,85WW6MGM+F8
185,-101.2858864,48.24606807,1914,RES1,1,4,1.265,BASEMENT,157000,78500,85WW6PPM+6V
186,-101.2806988,48.24394596,1549,RES1,1,4,1.455,BASEMENT,62900,31450,85WW6PQ2+F2
187,-101.3403647,48.24787461,1007,RES1,1,7,1.095,SLAB ON GRADE,81000,40500,85WW6PH2+69
188,-101.3403695,48.24577093,1496,COM4,1,7,1.11,SLAB ON GRADE,90000,45000,85WW7M4W+6J
189,-101.3109699,48.26241051,1846,RES1,1,7,4.095,SLAB ON GRADE,87000,43500,85WW6MJX+3G
190,-101.3089748,48.26454683,1762,RES1,1,7,1.285,SLAB ON GRADE,93000,46500,85WW7M7X+8C
191,-101.303376,48.263199,1956,RES1,1,7,1.08,SLAB ON GRADE,88500,44250,85WW7M3W+H9
192,-101.3118718,48.25583329,2372,RES1,1,7,2.765,SLAB ON GRADE,110000,55000,85WW6MCJ+F7
193,-101.304587,48.25608975,2382,RES1,1,7,4.075,SLAB ON GRADE,134500,67250,85WW7M3V+3V
194,-101.303364,48.2581771,2492,RES1,1,7,4.25,SLAB ON GRADE,133500,66750,85WW6MCR+9H
195,-101.2968294,48.2599247,3685,COM8,1,7,2.08,SLAB ON GRADE,187500,93750,85WW6MX8+67
196,-101.3326325,48.24711458,906,RES1,2,7,1.515,SLAB ON GRADE,65500,32750,85WW6MQV+WM
197,-101.3311999,48.24728315,1117,RES1,2,7,1.545,SLAB ON GRADE,58500,29250,85WW6PH5+GH
198,-101.3335614,48.24829886,971,RES1,2,7,2.86,SLAB ON GRADE,69900,34950,85WW6PJM+CH
199,-101.3284257,48.24829287,2036,RES1,1,7,1.175,SLAB ON GRADE,113500,56750,85WW7M7W+XW
200,-101.325048,48.2499785,2274,RES1,1,7,2.325,SLAB ON GRADE,103500,51750,85WW6M9V+CP
201,-101.3180555,48.25351801,3191,RES1,2,7,4.17,SLAB ON GRADE,224000,112000,85WW6PFF+3G
202,-101.328811,48.2428055,837,RES1,1,4,1.265,BASEMENT,151000,75500,85WW7M78+F7
203,-101.3314289,48.24365403,822,RES1,2,7,1.325,SLAB ON GRADE,31000,15500,85WW6PJG+CR
204,-101.326592,48.2460425,3244,RES1,1,7,1.595,SLAB ON GRADE,118000,59000,85WW6MXG+C2
205,-101.32346,48.2462265,1259,RES1,1,7,1.265,SLAB ON GRADE,99000,49500,85WW6M9V+HW
206,-101.3119155,48.242701,1046,RES1,1,4,1.155,BASEMENT,157000,78500,85WW6MHH+83
207,-101.306962,48.243913,1115,RES1,1,7,1.045,SLAB ON GRADE,77000,38500,85WW6MQC+P6
208,-101.315234,48.244946,3211,RES1,1,4,1.22,BASEMENT,157000,78500,85WW6PPJ+X4
209,-101.3158876,48.24496736,1344,RES1,1,4,1.7,BASEMENT,63300,31650,85WW6PJF+P5
210,-101.29423,48.2431595,2800,RES1,1,4,1.765,BASEMENT,127000,63500,85WW6MRC+FP
211,-101.295606,48.243703,1751,COM1,1,7,1.075,SLAB ON GRADE,90500,45250,85WW7P42+4Q
212,-101.2995314,48.24390629,3780,RES1,1,4,1.295,BASEMENT,157000,78500,85WW6P8X+V9
213,-101.2995157,48.24399587,1611,RES1,2,4,1.315,BASEMENT,118600,59300,85WW6MRH+79
214,-101.2971275,48.244273,1805,RES1,1,4,1.345,BASEMENT,99800,49900,85WW6PJM+7H
215,-101.287757,48.24856595,1091,RES1,1,5,1.545,CRAWL SPACE,80100,40050,85WW6MQH+48
216,-101.284921,48.249695,1043,RES1,1,7,1.25,SLAB ON GRADE,62000,31000,85WW6MVP+P4
217,-101.28818,48.2433525,986,RES1,2,7,1.545,SLAB ON GRADE,83600,41800,85WW6PQ2+V7
218,-101.2850255,48.244116,1448,RES1,2,7,1.19,SLAB ON GRADE,70000,35000,85WW6P74+W7
219,-101.284414,48.2450365,1936,RES1,1,4,1.405,BASEMENT,127000,63500,85WW6MR9+98
220,-101.288903,48.2452535,3403,RES1,1,4,1.86,BASEMENT,127000,63500,85WW6MRF+7W
221,-101.2928445,48.2458685,1250,RES1,1,4,1.5,BASEMENT,110500,55250,85WW7M29+JH
222,-101.2773566,48.24327335,8578,RES1,1,4,1.3,BASEMENT,157000,78500,85WW6P8X+GG
223,-101.3343027,48.26364455,951,AGR1,1,7,1.535,SLAB ON GRADE,71500,35750,85WW6PH2+F9
224,-101.3058866,48.26324901,1467,RES1,1,7,0.97,SLAB ON GRADE,126900,63450,85WW6MPF+P7
225,-101.3083365,48.265406,1505,RES1,1,7,1.295,SLAB ON GRADE,114500,57250,85WW6PG8+Q7
226,-101.3000715,48.262777,512,RES1,1,7,1.185,SLAB ON GRADE,45000,22500,85WW6PHF+9R
227,-101.301422,48.263725,2973,RES1,1,7,1.065,SLAB ON GRADE,125000,62500,85WW6M7P+QQ
228,-101.3063732,48.25412541,1476,RES1,1,7,1.095,SLAB ON GRADE,84000,42000,85WW6M9V+PF
229,-101.3137515,48.25597163,1313,RES1,1,7,1.25,SLAB ON GRADE,92000,46000,85WW6MCV+7V
230,-101.2996053,48.25401852,2396,RES1,1,7,3.955,SLAB ON GRADE,194000,97000,85WW6MFV+3M
231,-101.2979615,48.259023,1649,COM4,1,7,1.215,SLAB ON GRADE,84500,42250,85WW7M29+CM
232,-101.2999005,48.2592495,2307,COM4,1,7,1.36,SLAB ON GRADE,122500,61250,85WW6MV9+FQ
233,-101.3308558,48.24939128,1007,RES1,1,7,1.425,SLAB ON GRADE,68000,34000,85WW6MCW+3P
234,-101.329328,48.2511035,3636,RES1,1,7,1.44,SLAB ON GRADE,168000,84000,85WW6M8P+9C
235,-101.3246958,48.24709181,1322,RES1,1,7,1.405,SLAB ON GRADE,85000,42500,85WW6PF2+29
236,-101.3249494,48.24811319,1385,RES1,1,7,1.595,SLAB ON GRADE,78000,39000,85WW6PF2+M9
237,-101.3252342,48.24866702,2388,RES1,1,7,3.86,SLAB ON GRADE,170500,85250,85WW6MCQ+HJ
238,-101.324267,48.244414,2529,RES1,1,7,3.955,SLAB ON GRADE,117500,58750,85WW6MWG+H8
239,-101.3057211,48.24704043,1250,RES1,1,4,1.39,BASEMENT,137500,68750,85WW7M29+MF
240,-101.3058275,48.247898,1629,RES1,1,7,1.185,SLAB ON GRADE,71000,35500,85WW7M4W+CJ
241,-101.3058196,48.24823395,2984,RES1,2,7,1.86,SLAB ON GRADE,130500,65250,85WW6MVJ+WF
242,-101.3158805,48.248265,910,RES1,1,7,0.965,SLAB ON GRADE,40000,20000,85WW6PV5+FV
243,-101.314758,48.243464,5498,RES1,1,4,1.265,BASEMENT,157000,78500,85WW6P8X+MH
244,-101.2985015,48.2429795,11726,RES1,1,4,2.42,BASEMENT,157000,78500,85WW6PPJ+J2
245,-101.2942308,48.2434484,7404,RES1,1,4,1.125,BASEMENT,157000,78500,85WW6PPP+FG
