FltyId,Longitude,Latitude,Area,Occ,NumStories,FoundationType,FirstFloorHt,FOUND_TYPE,Cost,ContentCost,GooglePlus
2998,-101.3062175,48.2524165,1274,RES1,1,7,1.61,SLAB ON GRADE,73400,36700,85WW6PR2+32
2999,-101.3082765,48.253103,2711,RES1,2,7,3.61,SLAB ON GRADE,131000,65500,85WW6MWG+RV
3000,-101.3045778,48.25281815,2901,RES1,1,7,1.095,SLAB ON GRADE,73500,36750,85WW6PJM+PF
3001,-101.3045526,48.2537877,1083,RES1,1,7,1,SLAB ON GRADE,66000,33000,85WW6MRH+6W
3002,-101.3138915,48.2436765,4137,RES1,1,4,1.61,BASEMENT,521000,260500,85WW6PM5+46
3003,-101.309384,48.244295,3506,RES1,1,4,3.765,BASEMENT,521000,260500,85WW6PM5+65
3004,-101.2991342,48.24376563,373,RES1,1,4,1.515,BASEMENT,374000,187000,85WW6P93+4X
3005,-101.2950115,48.2444945,6340,RES1,1,4,1.565,BASEMENT,50500,25250,85WW6PP5+7V
3006,-101.295049,48.2462755,1657,RES1,1,4,1.2,BASEMENT,227500,113750,85WW6MFJ+66
3007,-101.283188,48.24848644,1647,RES1,1,7,1.73,SLAB ON GRADE,127000,63500,85WW6MVR+XG
3008,-101.2826145,48.2491185,1148,RES1,1,7,1.095,SLAB ON GRADE,81500,40750,85WW6PF5+X8
3009,-101.2936855,48.2435435,3316,RES1,1,4,3.045,BASEMENT,649500,324750,85WW6MFJ+6P
3010,-101.284812,48.245045,1093,RES1,1,4,2,BASEMENT,112200,56100,85WW6PPC+HH
3011,-101.2896766,48.24518316,1595,RES1,1,4,1.575,BASEMENT,127000,63500,85WW6PR8+PM
3012,-101.2896405,48.245437,1166,RES1,1,4,3.3,BASEMENT,2023000,1011500,85WW6M97+76
3013,-101.288109,48.2461835,3720,RES1,1,4,1.285,BASEMENT,64000,32000,85WW6PF2+VV
3014,-101.3476424,48.24380781,1001,RES1,1,7,1.13,SLAB ON GRADE,91900,45950,85WW6PMJ+6V
3015,-101.3258483,48.2613421,2738,COM4,1,7,1.17,SLAB ON GRADE,127500,63750,85WW7M4P+52
3016,-101.3166254,48.2542255,1465,RES1,1,7,1.235,SLAB ON GRADE,88900,44450,85WW6PHH+P8
3017,-101.299531,48.262745,1630,RES1,1,7,1.03,SLAB ON GRADE,97400,48700,85WW6PPJ+6R
3018,-101.2995295,48.263357,5054,RES1,1,7,3.31,SLAB ON GRADE,175500,87750,85WW6MCM+53
3019,-101.3101945,48.25415034,4831,RES1,1,7,5.12,SLAB ON GRADE,196100,98050,85WW6M94+5M
3020,-101.3103705,48.25477826,952,RES1,2,7,1.545,SLAB ON GRADE,63500,31750,85WW6PF5+R3
3021,-101.3154679,48.25599328,2389,RES1,1,7,1.375,SLAB ON GRADE,102000,51000,85WW6MCV+2C
3022,-101.308538,48.25798807,2767,RES1,1,7,4.47,SLAB ON GRADE,142500,71250,85WW6MCV+74
3023,-101.305862,48.2593975,2506,RES1,1,7,1.175,SLAB ON GRADE,139500,69750,85WW6PC9+QJ
3024,-101.303396,48.2568715,1291,RES1,1,7,1.605,SLAB ON GRADE,127000,63500,85WW6PR4+Q3
3025,-101.3001615,48.257919,1288,RES3E,1,7,1.13,SLAB ON GRADE,131000,65500,85WW7M5X+5W
3026,-101.301905,48.2586755,4239,RES3E,1,7,1.185,SLAB ON GRADE,268000,134000,85WW7M5X+F6
3027,-101.303994,48.2587985,1102,RES1,1,7,1.58,SLAB ON GRADE,127000,63500,85WW6MVF+29
3028,-101.32795,48.2485718,1785,RES1,1,7,1.95,SLAB ON GRADE,105000,52500,85WW6MFR+J4
3029,-101.32859,48.2519745,1401,RES1,1,7,2.185,SLAB ON GRADE,83000,41500,85WW6MCW+7W
3030,-101.3279917,48.25393301,3481,RES1,2,7,4.895,SLAB ON GRADE,131000,65500,85WW6MWC+4Q
3031,-101.33495,48.2419635,2750,RES1,2,7,1.185,SLAB ON GRADE,183000,91500,85WW7M4P+47
3032,-101.328074,48.242478,1187,RES1,1,4,1.53,BASEMENT,127000,63500,85WW6MRG+M6
3033,-101.3220525,48.2427785,15626,RES1,1,4,2.735,BASEMENT,2023000,1011500,85WW6M96+9X
3034,-101.3258371,48.24313026,1073,RES1,1,4,1.55,BASEMENT,65200,32600,85WW6PJH+C3
3035,-101.3263302,48.24476525,1324,RES1,1,7,1.905,SLAB ON GRADE,86500,43250,85WW6MJW+36
3036,-101.3072738,48.24683896,9596,RES1,1,4,4.905,BASEMENT,458000,229000,85WW6PJG+WJ
3037,-101.307961,48.2477185,947,RES1,1,7,1.25,SLAB ON GRADE,47000,23500,85WW6PC4+VV
3038,-101.311861,48.2521195,1981,RES3E,1,7,1.42,SLAB ON GRADE,114000,57000,85WW7M2Q+V7
3039,-101.3093735,48.244839,3243,RES1,1,4,1.595,BASEMENT,55500,27750,85WW6MFJ+48
3040,-101.283673,48.24672408,704,RES1,2,7,2.815,SLAB ON GRADE,8166,4083,85WW7M9X+QM
3041,-101.2866417,48.24710403,2138,RES1,1,7,1,SLAB ON GRADE,124300,62150,85WW6MHJ+QG
3042,-101.2886061,48.24901532,2730,RES1,1,7,1,SLAB ON GRADE,209200,104600,85WW6MM6+7H
3043,-101.284925,48.249932,2870,RES1,1,7,1,SLAB ON GRADE,220100,110050,85WW6MJF+W4
3044,-101.2836747,48.24307821,1150,RES1,1,4,1.11,BASEMENT,93000,46500,85WW6PR7+HJ
3045,-101.2931675,48.245222,1096,RES1,1,4,1.42,BASEMENT,66000,33000,85WW6PJJ+VF
3046,-101.2935992,48.24521738,1839,RES1,1,4,1.52,BASEMENT,104100,52050,85WW6MPV+RQ
3047,-101.2843974,48.24548155,1172,RES1,1,4,0.985,BASEMENT,70500,35250,85WW6PR7+HQ
3048,-101.2806735,48.24312846,1155,RES1,1,4,1.075,BASEMENT,139500,69750,85WW6PR7+HR
3049,-101.3070787,48.25472164,2052,RES1,1,7,1.155,SLAB ON GRADE,136500,68250,85WW6MQ8+G7
3050,-101.3094753,48.25622611,986,RES1,1,7,1.69,SLAB ON GRADE,75100,37550,85WW6MVP+43
3051,-101.304607,48.2552735,625,RES1,1,7,3.53,SLAB ON GRADE,60000,30000,85WW6PH7+WF
3052,-101.2998155,48.257736,1478,RES3E,1,7,1,SLAB ON GRADE,132000,66000,85WW7P52+33
3053,-101.299809,48.2581415,1296,RES3E,1,7,1.155,SLAB ON GRADE,121500,60750,85WW7P52+73
3054,-101.298568,48.25923699,1330,COM4,1,7,2.795,SLAB ON GRADE,87000,43500,85WW6PW5+XQ
3055,-101.3311746,48.24857169,1257,RES1,2,7,2.545,SLAB ON GRADE,100500,50250,85WW6MXP+52
3056,-101.3262225,48.2500705,1825,RES1,1,7,1.125,SLAB ON GRADE,87500,43750,85WW6P94+C7
3057,-101.3340812,48.24296946,1367,RES1,1,7,1.155,SLAB ON GRADE,124800,62400,85WW6MJQ+G9
3058,-101.3340028,48.24376665,1288,RES1,1,7,1.25,SLAB ON GRADE,26500,13250,85WW6PRF+98
3059,-101.3333241,48.24448321,3458,RES1,1,7,4.31,SLAB ON GRADE,152000,76000,85WW6MFR+4H
3060,-101.32018,48.24223,2305,RES1,1,4,1.67,BASEMENT,127000,63500,85WW6MRG+MH
3061,-101.3193915,48.2433355,5647,RES1,1,4,1.31,BASEMENT,180500,90250,85WW6M6F+QH
3062,-101.3215354,48.24372375,2132,RES1,1,4,1.485,BASEMENT,106500,53250,85WW6PGR+QP
3063,-101.322877,48.244492,1653,RES1,1,7,1.75,SLAB ON GRADE,84000,42000,85WW6M9X+RJ
3064,-101.3160685,48.244617,5186,RES1,1,4,1.345,BASEMENT,564500,282250,85WW6M7J+RJ
3065,-101.3222902,48.24550052,1723,RES1,1,7,1.33,SLAB ON GRADE,127000,63500,85WW6PV8+64
3066,-101.3070636,48.24858622,1467,RES1,1,7,1.565,SLAB ON GRADE,81300,40650,85WW6MVQ+VV
3067,-101.3040065,48.253194,1859,RES1,1,7,1.17,SLAB ON GRADE,101000,50500,85WW6PC2+WW
3068,-101.2979605,48.253815,1880,RES1,1,7,1.315,SLAB ON GRADE,114400,57200,85WW6MPC+FX
3069,-101.3070382,48.2427934,5337,RES1,1,4,1.22,BASEMENT,564500,282250,85WW6M7J+HH
3070,-101.3109632,48.24316134,1051,RES1,1,7,2.485,SLAB ON GRADE,68000,34000,85WW6MFX+G8
3071,-101.2858115,48.24927,2842,RES1,1,7,1.205,SLAB ON GRADE,145800,72900,85WW6PFV+67
3072,-101.2884259,48.24335094,8408,RES1,1,4,0.955,BASEMENT,564500,282250,85WW6M7J+PJ
3073,-101.2911895,48.243426,1822,RES1,1,4,1.455,BASEMENT,120900,60450,85WW6MRQ+M9
3074,-101.288393,48.245192,1250,RES1,1,4,2.37,BASEMENT,114000,57000,85WW7M28+M4
3075,-101.2839183,48.24606462,1160,RES1,1,4,1.77,BASEMENT,44400,22200,85WW6PR3+R4
3076,-101.292199,48.246539,1574,RES1,1,4,2.685,BASEMENT,127000,63500,85WW6MM7+R9
3077,-101.2823955,48.2454315,19006,RES1,1,4,1.765,BASEMENT,430000,215000,85WW7P92+QP
3078,-101.2814915,48.2454885,1455,RES1,1,4,1.515,BASEMENT,127000,63500,85WW6MP8+9W
3079,-101.3212995,48.254718,1450,RES3E,1,7,1.815,SLAB ON GRADE,1399000,699500,85WW7M3H+VF
3080,-101.3190225,48.255201,1547,RES1,1,7,1.33,SLAB ON GRADE,66500,33250,85WW6PG6+R2
3081,-101.3215542,48.25512462,4010,RES3E,1,7,2.575,SLAB ON GRADE,1399000,699500,85WW7M4H+39
3082,-101.3238602,48.25565905,1961,RES1,1,7,1.81,SLAB ON GRADE,127000,63500,85WW6MVM+X2
3083,-101.307166,48.261541,1454,RES1,1,7,1.14,SLAB ON GRADE,83000,41500,85WW6M9V+CF
3084,-101.3096575,48.2623915,1688,RES1,1,7,1.155,SLAB ON GRADE,61500,30750,85WW6MFX+68
3085,-101.3078055,48.263742,1152,RES1,1,7,1.42,SLAB ON GRADE,91000,45500,85WW6MVX+X5
3086,-101.309726,48.264813,2137,RES1,1,7,1.25,SLAB ON GRADE,107000,53500,85WW6P95+XV
3087,-101.3044195,48.261918,864,RES1,1,7,1.465,SLAB ON GRADE,69500,34750,85WW6PF6+9C
3088,-101.2995253,48.26196811,1208,RES1,1,7,1.015,SLAB ON GRADE,84000,42000,85WW6MQG+9F
3089,-101.298622,48.2638285,400,RES1,1,7,1.355,SLAB ON GRADE,34000,17000,85WW6PJ8+5W
3090,-101.3154367,48.25496845,2225,RES1,1,7,1.925,SLAB ON GRADE,124500,62250,85WW6PH3+26
3091,-101.308368,48.255189,1434,RES1,1,7,1.125,SLAB ON GRADE,152000,76000,85WW6PGQ+7V
3092,-101.3070668,48.25787275,1778,RES1,1,7,1.595,SLAB ON GRADE,127000,63500,85WW6PV5+82
3093,-101.3046405,48.256862,707,RES1,1,7,1.31,SLAB ON GRADE,40000,20000,85WW6PJ7+6Q
3094,-101.334309,48.24810841,1492,RES1,1,7,3.845,SLAB ON GRADE,80500,40250,85WW6PHC+F3
3095,-101.331911,48.2499782,3125,RES1,1,7,4.17,SLAB ON GRADE,161000,80500,85WW6MFQ+7J
3096,-101.3164612,48.25228043,667,RES1,1,7,1.355,SLAB ON GRADE,127000,63500,85WW6PVC+46
3097,-101.3332165,48.24392945,1773,RES1,2,7,1.11,SLAB ON GRADE,107000,53500,85WW7M7X+44
3098,-101.3303069,48.24631207,1203,RES1,1,7,1.03,SLAB ON GRADE,89000,44500,85WW6M9X+MG
3099,-101.319366,48.2422195,1165,RES1,1,4,1.47,BASEMENT,127000,63500,85WW6MQC+MF
3100,-101.320153,48.2427655,1434,RES1,1,4,1.345,BASEMENT,132700,66350,85WW6MQC+5Q
3101,-101.3188054,48.24290794,1772,RES1,1,4,1.155,BASEMENT,44500,22250,85WW7P39+F5
3102,-101.3220605,48.245016,2373,RES1,1,7,1.72,SLAB ON GRADE,127000,63500,85WW6MVQ+PJ
3103,-101.3117426,48.24911122,1250,RES3A,1,7,4.16,SLAB ON GRADE,109000,54500,85WW7M6M+8P
3104,-101.3116615,48.24900778,1250,RES3A,1,7,4.02,SLAB ON GRADE,89000,44500,85WW7M6M+8J
3105,-101.305208,48.2492555,2572,RES3E,1,7,3.09,SLAB ON GRADE,119000,59500,85WW6MXV+PW
3106,-101.3061841,48.25008425,4744,RES3E,1,7,1.645,SLAB ON GRADE,498000,249000,85WW7M2V+2G
3107,-101.314955,48.252159,759,RES1,2,7,1.44,SLAB ON GRADE,50000,25000,85WW6PG2+VC
3108,-101.3062385,48.2522175,1040,RES1,1,7,1.28,SLAB ON GRADE,56000,28000,85WW6PF5+QR
3109,-101.3152091,48.25231664,1068,RES1,1,7,1.175,SLAB ON GRADE,41500,20750,85WW6MFX+H8
3110,-101.3073967,48.25360365,3131,RES1,1,7,1.3,SLAB ON GRADE,151500,75750,85WW6P9C+W8
3111,-101.2964247,48.24805956,1258,COM8,1,7,1.185,SLAB ON GRADE,91000,45500,85WW7M6V+59
3112,-101.315288,48.2429235,6248,RES1,1,4,1.14,BASEMENT,458000,229000,85WW6PHV+FM
3113,-101.314746,48.2429195,1166,RES1,1,4,1.97,BASEMENT,32500,16250,85WW6PM7+J9
3114,-101.3085339,48.24410566,2012,RES1,1,7,1.405,SLAB ON GRADE,188600,94300,85WW6PFW+Q4
3115,-101.3124995,48.244114,743,RES1,1,4,1.45,BASEMENT,127000,63500,85WW6PR9+H9
3116,-101.310889,48.2445965,678,RES1,1,4,1.25,BASEMENT,147500,73750,85WW6M7G+4G
3117,-101.294975,48.243145,2470,COM1,1,7,0.985,SLAB ON GRADE,56700,28350,85WW7PF3+J2
3118,-101.3046003,48.24452645,2589,RES1,1,4,1.455,BASEMENT,190400,95200,85WW6MJ9+59
3119,-101.294707,48.2452405,2104,RES1,1,4,1.345,BASEMENT,162600,81300,85WW6MJJ+6G
3120,-101.2867156,48.249798,2370,RES1,1,7,1.06,SLAB ON GRADE,184500,92250,85WW6PFW+FH
3121,-101.2828411,48.24830097,884,RES1,1,7,1.37,SLAB ON GRADE,88500,44250,85WW6PG3+M2
3122,-101.291183,48.2447625,11134,RES1,1,4,1.265,BASEMENT,346000,173000,85WW7M5M+82
3123,-101.285188,48.246065,2136,RES1,1,4,1.375,BASEMENT,109700,54850,85WW6MMQ+Q6
3124,-101.2786399,48.24542682,8122,RES1,1,4,5.14,BASEMENT,335000,167500,85WW6MJV+GH
3125,-101.2820771,48.24643675,2105,RES3E,1,7,1.19,SLAB ON GRADE,111000,55500,85WW6PW9+H5
3126,-101.340684,48.24717285,1060,COM4,1,7,2.595,SLAB ON GRADE,64000,32000,85WW6PVF+98
3127,-101.3468686,48.243352,2556,RES1,1,7,1.03,SLAB ON GRADE,150900,75450,85WW6PFW+62
3128,-101.307834,48.2624325,3132,RES1,1,7,0.985,SLAB ON GRADE,117000,58500,85WW6P85+4J
3129,-101.3078055,48.26339,2424,RES1,1,7,3.875,SLAB ON GRADE,114500,57250,85WW6PG9+Q5
3130,-101.3011405,48.2627905,2660,RES1,1,7,1.155,SLAB ON GRADE,142600,71300,85WW6PGV+JW
3131,-101.299508,48.263534,1411,RES1,1,7,1.175,SLAB ON GRADE,81000,40500,85WW6QJ5+27
3132,-101.298375,48.266632,2404,RES3E,1,7,1.06,SLAB ON GRADE,1569000,784500,85WW7P82+MJ
3133,-101.3158934,48.2542305,856,RES1,1,7,1.095,SLAB ON GRADE,41500,20750,85WW6PF4+P6
3134,-101.3143932,48.25468932,2533,RES1,1,7,1.39,SLAB ON GRADE,168300,84150,85WW6PMM+36
3135,-101.3064575,48.2590105,2802,RES1,1,7,1.655,SLAB ON GRADE,146500,73250,85WW6PFW+W2
3136,-101.3004565,48.2568935,2103,RES3E,1,7,1.265,SLAB ON GRADE,119000,59500,85WW7M4X+QR
3137,-101.3016595,48.2586995,2822,RES3E,1,7,0.985,SLAB ON GRADE,268000,134000,85WW7M5X+F8
3138,-101.2996038,48.2588256,859,COM4,1,7,2.045,SLAB ON GRADE,68500,34250,85WW6PV6+VQ
3139,-101.3013013,48.25987388,3490,RES3E,1,7,1.09,SLAB ON GRADE,147000,73500,85WW7M5X+XF
3140,-101.299947,48.2600775,3799,COM4,1,7,2.925,SLAB ON GRADE,165300,82650,85WW6MW3+3G
3141,-101.3329836,48.24974552,3653,RES1,1,7,1.17,SLAB ON GRADE,164000,82000,85WW6MP7+P3
3142,-101.3215557,48.24739361,2710,RES1,1,7,1.03,SLAB ON GRADE,153400,76700,85WW6PFV+9W
3143,-101.3276732,48.24522762,2314,RES1,1,7,1.435,SLAB ON GRADE,109700,54850,85WW6PHW+56
3144,-101.3253384,48.24258171,3307,RES1,1,4,2.035,BASEMENT,111000,55500,85WW6P94+57
3145,-101.3214988,48.24276953,3806,RES1,1,4,1.5,BASEMENT,147500,73750,85WW6M7G+69
3146,-101.326509,48.243156,1096,RES1,1,4,1.75,BASEMENT,110800,55400,85WW6MPV+HQ
3147,-101.3214125,48.244082,4057,RES1,1,7,1.565,SLAB ON GRADE,176300,88150,85WW6PGW+RH
3148,-101.3242635,48.2452085,2289,RES1,1,7,1.045,SLAB ON GRADE,114800,57400,85WW6PFV+4W
3149,-101.3180159,48.24602078,2535,RES1,1,7,1.125,SLAB ON GRADE,170100,85050,85WW6PFW+XJ
3150,-101.3052035,48.2490485,2614,RES3E,1,7,2.08,SLAB ON GRADE,121000,60500,85WW6MXV+JW
3151,-101.310651,48.2515267,4041,RES3E,1,7,1.345,SLAB ON GRADE,531500,265750,85WW7M2Q+JP
3152,-101.3076612,48.25215606,1974,RES1,2,7,1.61,SLAB ON GRADE,106000,53000,85WW6MWF+RV
3153,-101.3136142,48.25322835,1843,RES1,2,7,1.86,SLAB ON GRADE,85000,42500,85WW6PJ5+V6
3154,-101.2963625,48.248152,1801,COM8,1,7,4.44,SLAB ON GRADE,97000,48500,85WW7M4X+6F
3155,-101.3108685,48.242447,1086,RES1,1,4,1.5,BASEMENT,107900,53950,85WW6MQR+2X
3156,-101.3081935,48.24409925,2554,RES1,1,7,4.34,SLAB ON GRADE,152500,76250,85WW6PGW+M9
3157,-101.31527,48.2443205,799,RES1,1,4,1.485,BASEMENT,127000,63500,85WW6PRC+HR
3158,-101.3152635,48.2444545,310,RES1,1,4,1.27,BASEMENT,42000,21000,85WW6MJV+58
3159,-101.295328,48.244842,876,RES1,1,4,1.905,BASEMENT,50500,25250,85WW6PP7+9P
3160,-101.2949055,48.2453345,1217,RES1,1,4,1.545,BASEMENT,127000,63500,85WW6PVC+3R
3161,-101.2857764,48.24797964,1154,RES1,1,5,1.405,CRAWL SPACE,63500,31750,85WW6PPC+42
3162,-101.286093,48.2492745,2450,RES1,1,5,3.045,CRAWL SPACE,147200,73600,85WW6PGQ+9J
3163,-101.292134,48.24366816,1527,RES1,1,4,1.545,BASEMENT,125000,62500,85WW6MRJ+HQ
3164,-101.283962,48.2444955,1645,RES1,1,4,1.455,BASEMENT,120500,60250,85WW6MPW+VX
3165,-101.2886585,48.2452245,18113,RES1,1,4,1.14,BASEMENT,616500,308250,85WW6P7J+6W
3166,-101.2837625,48.245429,1250,RES1,1,4,1.375,BASEMENT,135500,67750,85WW7M28+P7
3167,-101.2863704,48.24544708,6385,RES1,1,4,1.11,BASEMENT,223000,111500,85WW7PF4+3J
3168,-101.2912906,48.24619248,993,RES1,1,4,1.36,BASEMENT,127000,63500,85WW6PVF+32
3169,-101.2826293,48.24450234,427,RES1,1,4,1.64,BASEMENT,39900,19950,85WW6PM7+WX
3170,-101.3270829,48.25671112,2128,RES1,1,7,1.095,SLAB ON GRADE,136500,68250,85WW6PFV+JW
3171,-101.3216945,48.254787,6028,RES3E,1,7,4.03,SLAB ON GRADE,1399000,699500,85WW7M3H+W8
3172,-101.3063487,48.26151697,2360,RES1,1,7,1.095,SLAB ON GRADE,197600,98800,85WW6PFW+75
3173,-101.3041296,48.26191784,3005,RES1,1,7,1,SLAB ON GRADE,228200,114100,85WW6PGW+3M
3174,-101.301139,48.2623735,2494,RES1,1,7,1.155,SLAB ON GRADE,93500,46750,85WW6M7R+FW
3175,-101.300067,48.2623805,1977,RES1,1,7,1.64,SLAB ON GRADE,94000,47000,85WW6P82+X9
3176,-101.3079169,48.25491166,3877,RES1,1,7,2.44,SLAB ON GRADE,134000,67000,85WW6M7Q+QX
3177,-101.3118835,48.25606702,2319,RES1,1,7,1.285,SLAB ON GRADE,112500,56250,85WW6M8R+86
3178,-101.3142582,48.25621291,2535,RES1,1,7,1.015,SLAB ON GRADE,130000,65000,85WW6M8Q+RC
3179,-101.3069696,48.25667765,2877,RES1,2,7,2.58,SLAB ON GRADE,169500,84750,85WW6MXQ+QQ
3180,-101.3188875,48.246916,802,RES1,1,7,1.175,SLAB ON GRADE,119500,59750,85WW6P85+M7
3181,-101.3241132,48.24979231,3013,RES1,1,7,1.11,SLAB ON GRADE,166500,83250,85WW6M6F+89
3182,-101.3283645,48.243929,1002,RES1,2,7,2.27,SLAB ON GRADE,90000,45000,85WW6PG2+95
3183,-101.3258445,48.242606,1562,RES1,1,4,1.345,BASEMENT,104100,52050,85WW6MQW+C9
3184,-101.3180745,48.2427678,1250,RES1,1,4,1.985,BASEMENT,126000,63000,85WW7M28+MC
3185,-101.320144,48.243057,2952,RES1,1,7,1.36,SLAB ON GRADE,167900,83950,85WW6MVQ+3H
3186,-101.305271,48.2476895,831,RES1,1,5,1.69,CRAWL SPACE,127000,63500,85WW6PJC+HF
3187,-101.3119495,48.2477275,2235,RES1,2,7,1.64,SLAB ON GRADE,127000,63500,85WW7M4P+4X
3188,-101.3106702,48.25370253,1026,RES1,1,7,1.405,SLAB ON GRADE,127000,63500,85WW6MWQ+7M
3189,-101.2959754,48.24946427,7969,RES4,1,7,1.295,SLAB ON GRADE,755000,377500,85WW6PX3+QJ
3190,-101.3057485,48.243863,1736,RES1,2,4,1.33,BASEMENT,122600,61300,85WW6MPG+8M
3191,-101.313925,48.2447175,2052,RES1,2,4,1.375,BASEMENT,128800,64400,85WW6MQH+98
3192,-101.2976615,48.243139,1945,RES1,1,7,1.485,SLAB ON GRADE,127000,63500,85WW6MVC+6F
3193,-101.2873097,48.24742812,1919,RES1,1,7,1.19,SLAB ON GRADE,73000,36500,85WW6P95+48
3194,-101.2930018,48.24281133,2769,RES1,1,4,4.39,BASEMENT,59000,29500,85WW6MMX+54
3195,-101.2924653,48.24349147,3181,RES1,1,4,1.235,BASEMENT,367000,183500,85WW6QM4+2F
3196,-101.2905105,48.2465015,5123,RES1,1,4,1.035,BASEMENT,367000,183500,85WW6QM4+4J
3197,-101.279296,48.2436965,1250,RES1,1,4,1.405,BASEMENT,121000,60500,85WW7M28+MH
3198,-101.278771,48.2439805,1417,RES1,1,4,1.5,BASEMENT,63600,31800,85WW6MQW+JP
3199,-101.3180307,48.25540502,2643,RES1,1,7,2.045,SLAB ON GRADE,77800,38900,85WW6MJ2+4X
3200,-101.3029251,48.26144996,6206,RES1,1,7,3.795,SLAB ON GRADE,270600,135300,85WW6P8M+HQ
3201,-101.301678,48.26191,1144,RES1,1,7,1.765,SLAB ON GRADE,93300,46650,85WW6MPR+2V
3202,-101.3037439,48.26277282,2251,RES1,1,7,1.125,SLAB ON GRADE,102000,51000,85WW6M7P+2X
3203,-101.2987529,48.26434975,904,RES1,1,7,1.065,SLAB ON GRADE,67500,33750,85WW6PG8+76
3204,-101.3008506,48.26445265,1267,RES1,1,7,1.75,SLAB ON GRADE,127000,63500,85WW6MWR+RR
3205,-101.3052187,48.25403337,2557,RES1,1,7,1.33,SLAB ON GRADE,93500,46750,85WW6M7V+W8
3206,-101.3087765,48.2542805,1465,RES1,1,7,1.39,SLAB ON GRADE,127000,63500,85WW6MVQ+J5
3207,-101.3058672,48.25780136,1904,RES1,1,7,1.185,SLAB ON GRADE,122500,61250,85WW6P95+X3
3208,-101.2967578,48.25542896,1335,COM4,1,7,1.28,SLAB ON GRADE,92000,46000,85WW7M4R+5R
3209,-101.2993125,48.2556865,974,RES1,1,7,1.17,SLAB ON GRADE,60000,30000,85WW6PF3+24
3210,-101.304633,48.2595505,1266,RES1,2,7,1.19,SLAB ON GRADE,102000,51000,85WW7M4V+64
3211,-101.3280603,48.24878857,2878,RES1,1,7,1.16,SLAB ON GRADE,165000,82500,85WW6M7H+M7
3212,-101.3275866,48.24977065,2135,RES1,1,7,1.235,SLAB ON GRADE,127500,63750,85WW6M6P+V2
3213,-101.3270628,48.25007547,2502,RES1,1,7,1.61,SLAB ON GRADE,112500,56250,85WW6M7M+XP
3214,-101.3283023,48.25151548,2466,RES1,1,7,1.075,SLAB ON GRADE,123500,61750,85WW6P87+39
3215,-101.3218328,48.2481348,2517,RES1,1,7,1.08,SLAB ON GRADE,119500,59750,85WW6M69+RJ
3216,-101.3260301,48.24887155,2197,RES1,1,7,4.58,SLAB ON GRADE,159000,79500,85WW6M7G+VM
3217,-101.3328678,48.24395169,785,RES1,1,5,1.405,CRAWL SPACE,52900,26450,85WW6MPX+X6
3218,-101.3259422,48.24209154,8747,RES1,1,4,2.83,BASEMENT,227500,113750,85WW6MFJ+63
3219,-101.3180465,48.2430505,3947,RES1,1,4,1.765,BASEMENT,84500,42250,85WW6PQ5+3G
3220,-101.3211594,48.24585672,2189,RES3E,1,7,1.08,SLAB ON GRADE,120000,60000,85WW6MWH+8G
3221,-101.317986,48.2465835,2621,RES1,1,7,1.985,SLAB ON GRADE,127500,63750,85WW6M8R+6W
3222,-101.309934,48.2470525,774,RES1,1,4,1.375,BASEMENT,56600,28300,85WW6MVX+R5
3223,-101.3156645,48.2475055,2040,RES1,1,7,0.95,SLAB ON GRADE,84000,42000,85WW6P86+7X
3224,-101.3078433,48.24748729,653,RES1,1,5,1.405,CRAWL SPACE,92000,46000,85WW6PM8+PP
3225,-101.3102568,48.24771501,904,RES1,1,7,2.735,SLAB ON GRADE,94000,47000,85WW6PJ5+9V
3226,-101.3119065,48.248552,1791,RES3E,1,7,1.28,SLAB ON GRADE,97000,48500,85WW6MXQ+C6
3227,-101.3143658,48.25141927,2616,RES1,1,7,1.045,SLAB ON GRADE,134000,67000,85WW6P87+8G
3228,-101.2965609,48.24854321,1963,COM1,1,7,1.685,SLAB ON GRADE,116500,58250,85WW6MX9+RC
3229,-101.294227,48.242754,693,RES1,1,4,1.53,BASEMENT,127000,63500,85WW6PVF+HH
3230,-101.2971105,48.2430825,1250,RES1,1,4,1.39,BASEMENT,181000,90500,85WW7M28+QP
3231,-101.295332,48.2444865,2176,COM1,1,7,1.55,SLAB ON GRADE,102000,51000,85WW7M3H+RX
3232,-101.2899507,48.24740597,2822,RES1,2,7,1.265,SLAB ON GRADE,137500,68750,85WW6P97+4Q
3233,-101.2839317,48.25045016,3090,RES1,1,7,4.28,SLAB ON GRADE,153000,76500,85WW6MXP+87
3234,-101.2814453,48.24731465,2261,RES1,1,7,1.595,SLAB ON GRADE,109500,54750,85WW6P86+8X
3235,-101.2818297,48.25096297,826,RES1,1,5,1.655,CRAWL SPACE,127000,63500,85WW6PJC+56
3236,-101.2896335,48.2428915,1617,RES1,1,4,1.405,BASEMENT,151100,75550,85WW6PPC+5P
3237,-101.291841,48.243023,10404,RES1,1,4,1.045,BASEMENT,193500,96750,85WW6MCJ+RJ
3238,-101.2793499,48.2430468,9204,RES1,1,4,1.45,BASEMENT,156000,78000,85WW7P64+75
3239,-101.2773465,48.244115,1250,RES1,1,4,1.625,BASEMENT,117500,58750,85WW7M28+RJ
3240,-101.2793353,48.24411593,6755,RES1,1,4,1.265,BASEMENT,70500,35250,85WW7P64+45
3241,-101.2787547,48.24442553,1112,RES1,2,5,1.89,CRAWL SPACE,85000,42500,85WW6MWH+39
